AL, 01, 2016011306, -24, 263,  402, LO
AL, 01, 2016011306, -18, 248,  379, LO
AL, 01, 2016011306, -12, 250,  357, LO
AL, 01, 2016011306,  -6, 255,  347, LO
AL, 01, 2016011306,   0, 256,  337, LO
AL, 01, 2016011312, -24, 248,  379, LO
AL, 01, 2016011312, -18, 250,  357, LO
AL, 01, 2016011312, -12, 255,  347, LO
AL, 01, 2016011312,  -6, 256,  337, LO
AL, 01, 2016011312,   0, 260,  325, LO
AL, 01, 2016011318, -24, 250,  357, LO
AL, 01, 2016011318, -18, 255,  347, LO
AL, 01, 2016011318, -12, 256,  337, LO
AL, 01, 2016011318,  -6, 260,  325, LO
AL, 01, 2016011318,   0, 267,  314, LO
AL, 01, 2016011412,   0, 308,  287, HU
AL, 01, 2016011412,   0, 308,  287, HU
AL, 01, 2016011412,   0, 308,  287, HU
AL, 01, 2016011412,   3, 315,  284, HU
AL, 01, 2016011412,   3, 315,  284, HU
AL, 01, 2016011412,   3, 315,  284, HU
AL, 01, 2016011412,  12, 343,  277, HU
AL, 01, 2016011412,  12, 343,  277, HU
AL, 01, 2016011412,  12, 343,  277, HU
AL, 01, 2016011412,  24, 389,  277, HU
AL, 01, 2016011412,  24, 389,  277, HU
AL, 01, 2016011412,  24, 389,  277, HU
AL, 01, 2016011418,   0, 326,  280, HU
AL, 01, 2016011418,   0, 326,  280, HU
AL, 01, 2016011418,   0, 326,  280, HU
AL, 01, 2016011418,   3, 336,  278, HU
AL, 01, 2016011418,   3, 336,  278, HU
AL, 01, 2016011418,   3, 336,  278, HU
AL, 01, 2016011418,  12, 364,  275, HU
AL, 01, 2016011418,  12, 364,  275, HU
AL, 01, 2016011418,  12, 364,  275, HU
AL, 01, 2016011500,   0, 338,  278, HU
AL, 01, 2016011500,   0, 338,  278, HU
AL, 01, 2016011500,   0, 338,  278, HU
AL, 01, 2016011500,   3, 347,  276, HU
AL, 01, 2016011500,   3, 347,  276, HU
AL, 01, 2016011500,   3, 347,  276, HU
AL, 01, 2016011500,  12, 384,  278, HU
AL, 01, 2016011500,  12, 384,  278, HU
AL, 01, 2016011500,  12, 384,  278, HU
AL, 01, 2016011506,   0, 358,  271, HU
AL, 01, 2016011506,   0, 358,  271, HU
AL, 01, 2016011506,   0, 358,  271, HU
AL, 01, 2016011506,   3, 368,  270, HU
AL, 01, 2016011506,   3, 368,  270, HU
